id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
697,4,144573,FALSE,0.712,0.539,2,-5.194,1,0.174,0.116,0,0.219,0.406,167.764,4,pop
698,0,192160,FALSE,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-5,0.138,0.208,73.196,5,jazz
699,1,239426,FALSE,0.684,0.487,5,-5.887,1,0.0367,0.495,4.57e-6,0.0821,0.456,81.997,4,pop
700,0,121026,FALSE,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-6,0.052,0.741,133.436,4,jazz
701,0,192947,FALSE,0.685,0.699,6,-7.803,0,0.0349,0.317,0,0.0895,0.884,134.057,4,rock
702,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
703,0,318666,FALSE,0.718,0.543,4,-9.285,0,0.0317,0.179,0.433,0.0947,0.376,89.984,4,jazz
704,2,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
705,66,258319,FALSE,0.671,0.373,2,-15.071,1,0.0362,0.783,0.105,0.111,0.315,119.972,4,pop
706,0,210520,FALSE,0.611,0.509,9,-9.382,1,0.127,0.69,2.64e-6,0.0855,0.425,90.168,4,rock
707,57,80563,FALSE,0.689,0.532,5,-10.492,0,0.0607,0.21,0.919,0.0615,0.691,171.925,4,jazz
708,67,162346,FALSE,0.678,0.815,4,-1.736,0,0.264,0.0336,0,0.318,0.474,95.969,4,pop
709,79,197935,FALSE,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,4,rock
710,67,260590,FALSE,0.575,0.541,5,-6.45,1,0.0237,0.759,0,0.111,0.27,87.022,4,pop
711,1,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock
712,38,222733,FALSE,0.461,0.39,7,-10.973,0,0.0385,0.577,7.04e-6,0.12,0.498,172.044,4,jazz
713,67,206117,FALSE,0.722,0.335,1,-9.943,1,0.136,0.12,0,0.0747,0.266,85.034,4,pop
714,0,188266,FALSE,0.294,0.253,1,-13.146,1,0.0349,0.884,6.3e-6,0.132,0.234,85.256,4,jazz
715,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
716,0,203122,FALSE,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4,pop
717,72,284779,FALSE,0.427,0.396,11,-7.556,1,0.0366,0.736,0,0.11,0.306,70.368,4,pop
718,66,204179,FALSE,0.449,0.487,5,-7.456,0,0.0753,0.181,0,0.105,0.498,133.98,4,pop
719,37,245585,FALSE,0.656,0.797,5,-5.863,1,0.0373,0.0207,2.79e-6,0.0605,0.397,96.041,4,jazz
720,44,166666,FALSE,0.566,0.402,8,-9.43,1,0.0319,0.706,6.82e-5,0.102,0.125,162.202,3,jazz
721,1,203122,FALSE,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4,pop
722,0,114826,FALSE,0.363,0.448,6,-11.282,1,0.0506,0.855,1.12e-6,0.193,0.643,195.303,3,jazz
723,38,361402,FALSE,0.738,0.717,10,-4.694,1,0.0413,0.704,6.05e-6,0.113,0.96,105.022,4,jazz
724,80,197732,FALSE,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-5,0.103,0.389,74.953,4,pop
725,65,247286,FALSE,0.495,0.498,7,-7.023,0,0.0337,0.701,0,0.0706,0.32,133.992,4,pop
726,68,106501,FALSE,0.625,0.165,4,-14.581,1,0.0354,0.835,1.11e-6,0.105,0.419,94.744,4,pop
727,80,180746,TRUE,0.68,0.697,5,-7.01,1,0.0484,0.121,0,0.661,0.684,116.033,4,rock
728,1,194087,FALSE,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,pop
729,79,207481,FALSE,0.566,0.716,1,-5.733,1,0.0424,0.00691,0,0.37,0.45,81.068,4,pop
730,77,178013,FALSE,0.64,0.957,8,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,4,rock
731,0,115506,FALSE,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75e-6,0.154,0.69,192.76,3,jazz
732,75,216773,FALSE,0.592,0.355,9,-14.051,1,0.0352,0.478,0,0.0585,0.499,133.032,4,jazz
733,0,245106,FALSE,0.588,0.847,8,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,rock
734,0,224906,FALSE,0.321,0.09,0,-21.296,0,0.0321,0.838,0.00266,0.0998,0.157,65.825,4,jazz
735,2,172466,TRUE,0.766,0.882,5,-4.477,1,0.0713,0.0675,2.59e-6,0.281,0.547,107.933,4,rock
736,64,285857,FALSE,0.554,0.606,1,-12.312,1,0.0722,0.578,1.83e-4,0.11,0.584,93.922,4,pop
737,0,424317,FALSE,0.422,0.108,5,-16.835,1,0.0376,0.971,0,0.101,0.263,71.872,4,jazz
738,0,198946,FALSE,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.033,4,pop
739,0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,5.23e-4,0.0928,0.354,143.912,4,jazz
740,0,187355,FALSE,0.437,0.878,0,-4.687,1,0.0452,0.0112,0,0.126,0.623,128.043,4,rock
741,71,299333,FALSE,0.486,0.898,9,-3.791,1,0.171,0.309,0,0.0886,0.648,88.335,4,pop
742,66,259139,FALSE,0.722,0.835,6,-9.082,0,0.0402,0.107,8.23e-5,0.0928,0.558,110.962,4,pop
743,1,169092,FALSE,0.683,0.514,5,-9.168,0,0.252,0.325,0,0.161,0.654,122.097,4,jazz
744,0,192420,FALSE,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz
745,82,184104,FALSE,0.776,0.808,11,-4.501,1,0.117,0.0297,1.27e-4,0.103,0.494,123.988,4,pop
746,1,229517,FALSE,0.492,0.59,4,-4.032,0,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,rock
747,0,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,pop
748,0,176699,FALSE,0.568,0.505,0,-8.041,1,0.128,0.676,1.67e-5,0.516,0.692,149.439,4,jazz
749,2,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock
750,0,197995,FALSE,0.503,0.849,5,-2.709,1,0.0615,0.00428,0,0.0667,0.762,165.096,4,rock
751,0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
752,37,257600,FALSE,0.619,0.318,3,-11.953,1,0.0384,0.839,8.75e-6,0.2,0.627,140.725,1,jazz
753,0,241240,FALSE,0.513,0.486,5,-6.8,1,0.0784,0.345,0,0.0855,0.562,148.372,4,jazz
754,2,176453,FALSE,0.443,0.136,0,-12.984,1,0.0341,0.889,0.00967,0.183,0.264,86.646,4,jazz
755,45,139986,FALSE,0.531,0.198,9,-15.811,0,0.039,0.952,0.00267,0.119,0.437,128.043,4,jazz
756,63,194840,FALSE,0.462,0.238,2,-16.032,1,0.0723,0.515,0,0.213,0.399,93.388,4,jazz
757,68,179444,FALSE,0.849,0.592,6,-4.309,0,0.102,0.632,2.39e-6,0.108,0.652,89.966,4,pop
758,0,206173,FALSE,0.497,0.524,2,-8.111,1,0.0293,0.191,0,0.0896,0.209,143.961,4,rock
759,0,143026,FALSE,0.499,0.304,0,-11.543,1,0.0632,0.81,0,0.0546,0.521,129.321,4,jazz
760,0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,5.23e-4,0.0928,0.354,143.912,4,jazz
761,0,264466,FALSE,0.479,0.938,2,-3.058,1,0.0376,7.54e-5,1.53e-4,0.117,0.431,140.056,4,rock
762,0,203122,FALSE,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4,pop
763,0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,jazz
764,0,160293,FALSE,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-5,0.108,0.265,66.377,4,jazz
765,1,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-6,0.182,0.73,141.612,4,rock
766,0,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,rock
767,0,293692,FALSE,0.373,0.114,5,-13.171,1,0.041,0.937,4.73e-5,0.104,0.172,90.945,1,pop
768,82,185733,FALSE,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4,rock
769,0,115506,FALSE,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75e-6,0.154,0.69,192.76,3,jazz
770,1,372447,FALSE,0.551,0.271,5,-13.538,1,0.0336,0.77,0.457,0.134,0.561,101.771,4,jazz
771,0,277706,FALSE,0.551,0.232,3,-13.619,1,0.0782,0.626,0,0.13,0.394,103.308,4,jazz
772,72,200218,FALSE,0.815,0.761,4,-7.162,0,0.144,0.192,0,0.0272,0.82,121.999,4,pop
773,0,171029,FALSE,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-6,0.222,0.347,102.998,4,pop
774,81,190960,FALSE,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,4,pop
775,0,121026,FALSE,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-6,0.052,0.741,133.436,4,jazz
776,65,255226,FALSE,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,4,jazz
777,72,247286,FALSE,0.51,0.502,7,-7.016,0,0.0325,0.71,0,0.0708,0.321,133.885,4,pop
778,0,208413,FALSE,0.508,0.706,1,-6.294,1,0.0475,0.15,0,0.376,0.479,114.842,4,jazz
779,0,84986,FALSE,0.553,0.337,10,-10.334,1,0.0303,0.818,0,0.113,0.664,102.213,4,jazz
780,1,232128,FALSE,0.595,0.459,11,-9.413,1,0.0461,0.571,1.65e-4,0.101,0.272,129.661,4,pop
781,2,218306,FALSE,0.399,0.801,4,-4.638,0,0.0544,0.32,0,0.308,0.696,199.792,4,rock
782,64,202640,FALSE,0.798,0.234,2,-10.699,1,0.0317,0.875,6.26e-4,0.134,0.403,103.152,4,jazz
783,0,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-6,0.316,0.344,75.25,1,pop
784,1,307440,FALSE,0.252,0.738,7,-5.326,1,0.0446,0.0145,4.97e-4,0.375,0.256,165.187,4,rock
785,40,367658,FALSE,0.562,0.507,1,-9.754,1,0.121,0.682,2.27e-4,0.175,0.65,73.313,4,jazz
786,71,108493,FALSE,0.742,0.675,8,-6.551,1,0.0907,0.139,0,0.167,0.679,145.989,4,pop
787,0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,rock
788,3,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
789,1,272280,FALSE,0.688,0.874,0,-6.456,1,0.0521,0.121,0,0.394,0.709,133.214,4,rock
790,0,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-6,0.316,0.344,75.25,1,pop
791,0,200037,FALSE,0.437,0.803,10,-4.791,1,0.04,4.46e-5,0.0164,0.107,0.735,147.507,4,rock
792,83,239600,FALSE,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,rock
793,0,163706,FALSE,0.638,0.0767,10,-13.98,1,0.0588,0.937,0,0.121,0.599,114.353,4,jazz
794,80,334666,FALSE,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-5,0.119,0.599,104.655,4,rock
795,0,166440,FALSE,0.375,0.139,9,-19.789,0,0.0324,0.977,8.61e-6,0.0984,0.0878,75.993,3,jazz
796,0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,jazz
797,2,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,pop
798,0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
799,1,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
800,71,225906,FALSE,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87e-5,0.112,0.349,127.631,4,jazz
801,74,183000,FALSE,0.696,0.704,1,-7.876,1,0.0423,0.167,0,0.155,0.426,124.972,4,pop
802,2,272800,FALSE,0.741,0.582,8,-4.445,1,0.281,0.291,1.01e-4,0.152,0.713,186.096,4,pop
803,69,249662,FALSE,0.628,0.703,10,-4.27,0,0.0812,0.0263,0,0.26,0.594,99.783,4,pop
804,66,147135,FALSE,0.608,0.671,2,-5.643,1,0.0422,0.73,1.88e-6,0.0849,0.872,161.768,4,jazz
805,0,116893,FALSE,0.376,0.371,6,-14.929,1,0.122,0.449,2.28e-6,0.106,0.656,195.668,3,jazz
806,0,186826,FALSE,0.557,0.924,9,-4.341,0,0.064,0.0271,3.32e-6,0.537,0.566,151.988,4,rock
807,89,214846,FALSE,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-5,0.0814,0.592,123.994,4,pop
808,5,377746,FALSE,0.636,0.67,9,-10.958,1,0.257,0.582,0,0.0453,0.572,115.577,4,rock
809,1,307440,FALSE,0.252,0.738,7,-5.326,1,0.0446,0.0145,4.97e-4,0.375,0.256,165.187,4,rock
810,0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,5.23e-4,0.0928,0.354,143.912,4,jazz
811,70,178666,FALSE,0.817,0.682,4,-5.376,0,0.214,0.245,1.84e-6,0.0631,0.605,90.039,4,pop
812,69,213626,FALSE,0.743,0.655,7,-5.228,0,0.0866,0.0391,0,0.118,0.164,91.004,4,pop
813,0,194080,FALSE,0.714,0.611,0,-5.448,1,0.0367,0.891,0.011,0.0969,0.412,117.872,4,rock
814,0,270773,FALSE,0.634,0.63,1,-8.277,0,0.031,0.447,0.0374,0.169,0.489,118.642,4,rock
815,0,123840,FALSE,0.516,0.62,9,-5.68,0,0.0805,0.614,0,0.0805,0.749,152.208,4,jazz
816,1,218733,FALSE,0.398,0.546,10,-5.548,1,0.0354,0.365,1.2e-4,0.125,0.353,132.985,4,rock
817,0,189577,FALSE,0.768,0.935,11,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,4,pop
818,0,171773,FALSE,0.596,0.315,8,-9.175,1,0.0428,0.961,0,0.258,0.64,119.935,4,jazz
819,1,471160,FALSE,0.354,0.731,2,-9.178,1,0.0382,0.0812,0.00124,0.115,0.697,170.633,4,rock
820,67,354533,FALSE,0.663,0.264,0,-14.571,1,0.0914,0.706,0,0.1,0.657,122.482,4,jazz
821,5,248640,FALSE,0.303,0.71,0,-3.545,1,0.0292,0.00575,0.00152,0.131,0.327,162.657,4,rock
822,0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
823,0,225599,FALSE,0.534,0.614,10,-6.69,1,0.0406,0.557,0,0.199,0.238,147.739,4,rock
824,71,212373,FALSE,0.686,0.688,6,-4.981,0,0.0254,0.39,1.03e-6,0.0924,0.493,123.125,4,jazz
825,68,232066,FALSE,0.639,0.594,10,-6.497,1,0.0347,0.131,0,0.119,0.378,80.034,4,pop
826,0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,jazz
827,73,185815,FALSE,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-6,0.126,0.721,140.094,4,pop
828,0,204826,FALSE,0.536,0.163,0,-10.566,1,0.0349,0.695,2.39e-4,0.126,0.233,66.72,4,jazz
829,44,358173,FALSE,0.486,0.568,9,-9.199,0,0.0417,0.652,0,0.834,0.65,127.184,4,jazz
830,37,290560,FALSE,0.366,0.534,8,-10.5,1,0.0403,0.614,3.37e-4,0.156,0.457,88.382,4,jazz
831,82,216053,FALSE,0.508,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.131,4,rock
832,0,248173,FALSE,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.00949,0.263,0.471,90.767,4,rock
833,41,173133,FALSE,0.609,0.435,4,-10.651,0,0.0254,0.669,0,0.169,0.769,92.632,4,jazz
834,65,387947,FALSE,0.568,0.726,9,-6.087,0,0.0366,0.491,7.64e-4,0.122,0.564,118.842,4,pop
835,0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,rock
836,0,183406,FALSE,0.629,0.755,5,-4.703,0,0.206,0.0799,0,0.141,0.78,110.016,4,rock
837,0,253626,FALSE,0.44,0.838,9,-6.196,1,0.0423,0.0956,0,0.473,0.619,138.908,4,rock
838,57,100038,FALSE,0.67,0.456,5,-10.751,0,0.0673,0.279,0.895,0.0984,0.589,80.974,4,jazz
839,0,230461,TRUE,0.676,0.588,7,-7.025,1,0.275,0.137,8.47e-6,0.137,0.484,186.012,4,pop
840,2,357936,FALSE,0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,4,rock
841,2,193320,FALSE,0.401,0.901,1,-5.011,0,0.041,0.0704,0,0.538,0.839,134.799,4,rock
842,1,168839,FALSE,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,4,pop
843,29,180117,FALSE,0.386,0.471,2,-9.65,1,0.0403,0.829,0,0.147,0.21,154.039,3,pop
844,0,116413,FALSE,0.457,0.36,1,-9.188,1,0.0374,0.828,1.27e-4,0.15,0.682,133.568,4,jazz
845,0,206360,FALSE,0.589,0.92,2,-5.716,1,0.0603,0.0857,0,0.355,0.893,146.439,3,rock
846,0,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,pop
847,71,190000,FALSE,0.827,0.587,9,-5.531,0,0.113,0.203,0,0.0727,0.774,119.936,4,pop
848,0,226666,FALSE,0.536,0.78,9,-6.008,1,0.113,0.16,7.9e-4,0.137,0.622,179.971,4,rock
849,0,245506,FALSE,0.733,0.756,2,-8.05,1,0.135,0.438,3.22e-5,0.335,0.923,124.09,3,rock
850,56,243626,FALSE,0.536,0.764,1,-5.174,0,0.0393,0.0302,1.06e-5,0.104,0.294,147.585,4,rock
851,0,143226,FALSE,0.684,0.491,0,-7.655,1,0.0361,0.71,0,0.144,0.4,117.916,4,rock
852,0,173906,FALSE,0.751,0.467,10,-9.535,1,0.327,0.303,0,0.163,0.774,118.11,4,jazz
853,0,193170,FALSE,0.682,0.526,5,-8.656,0,0.0382,0.48,1.79e-5,0.166,0.775,82.003,4,jazz
854,72,328992,FALSE,0.401,0.553,5,-8.263,0,0.0337,0.47,2.96e-6,0.124,0.364,79.144,4,pop
855,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
856,2,304053,FALSE,0.303,0.976,5,-3.583,0,0.225,0.00266,0.135,0.0707,0.193,88.536,4,rock
857,0,84986,FALSE,0.553,0.337,10,-10.334,1,0.0303,0.818,0,0.113,0.664,102.213,4,jazz
858,39,282333,FALSE,0.714,0.606,7,-7.496,0,0.0709,0.652,2.47e-5,0.117,0.678,79.014,4,jazz
859,0,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,rock
860,1,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,pop
861,3,242280,TRUE,0.565,0.551,0,-7.007,0,0.0687,0.0845,0,0.139,0.125,112.98,4,pop
862,0,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-6,0.182,0.73,141.612,4,rock
863,0,256040,FALSE,0.559,0.79,2,-5.057,1,0.0535,0.0507,0,0.269,0.589,101.946,4,jazz
864,0,238870,FALSE,0.535,0.979,8,-3.593,1,0.0597,6.66e-4,0,0.084,0.432,103.996,4,rock
865,59,215866,FALSE,0.548,0.364,5,-9.465,1,0.0547,0.86,0,0.385,0.506,116.556,4,jazz
866,0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,jazz
867,0,283493,FALSE,0.641,0.798,2,-8.56,0,0.0406,0.0136,1.06e-4,0.358,0.732,123.229,4,rock
868,69,187006,FALSE,0.801,0.856,0,-4.233,1,0.065,0.0984,6.62e-5,0.228,0.919,106.026,4,pop
869,38,162801,FALSE,0.475,0.289,0,-9.519,0,0.0393,0.926,1.09e-6,0.121,0.669,91.664,4,jazz
870,0,189577,FALSE,0.768,0.935,11,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,4,pop
871,3,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
872,2,151782,FALSE,0.407,0.0931,7,-12.659,1,0.0375,0.945,2.59e-6,0.191,0.327,117.512,3,rock
873,0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,jazz
874,74,253333,FALSE,0.486,0.494,6,-8.56,1,0.0324,0.715,0,0.109,0.414,179.975,4,pop
875,76,224693,FALSE,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,4,rock
876,0,171773,FALSE,0.596,0.315,8,-9.175,1,0.0428,0.961,0,0.258,0.64,119.935,4,jazz
877,0,165026,FALSE,0.23,0.163,6,-14.909,1,0.0351,0.97,0.00424,0.262,0.102,102.777,3,jazz
878,68,193190,FALSE,0.761,0.896,11,-3.668,0,0.215,0.0776,2.7e-6,0.124,0.65,96.957,4,pop
879,0,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,jazz
880,0,230461,TRUE,0.676,0.588,7,-7.025,1,0.275,0.137,8.47e-6,0.137,0.484,186.012,4,pop
881,65,221714,FALSE,0.682,0.437,10,-8.655,1,0.0271,0.758,0.00801,0.106,0.233,104.961,4,pop
882,0,122333,TRUE,0.775,0.55,9,-3.765,1,0.0345,0.183,0,0.0434,0.72,109.952,4,rock
883,1,204280,FALSE,0.483,0.731,1,-6.696,1,0.0381,0.436,0,0.151,0.484,101.654,4,rock
884,0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,jazz
885,65,211533,FALSE,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,3,jazz
886,63,177391,FALSE,0.86,0.541,1,-6.51,0,0.0325,0.165,0.163,0.0663,0.952,114.984,4,pop
887,56,148000,FALSE,0.65,0.252,0,-10.939,1,0.046,0.522,0.879,0.106,0.332,170.028,4,jazz
888,0,173106,FALSE,0.25,0.168,1,-16.789,0,0.0329,0.822,1.35e-4,0.136,0.141,107.269,3,jazz
889,0,238653,FALSE,0.321,0.909,11,-4.612,1,0.041,1.62e-5,0.139,0.0442,0.209,109.653,3,rock
890,67,227266,FALSE,0.287,0.473,5,-3.551,1,0.034,0.0858,4.4e-5,0.383,0.577,186.283,4,rock
891,1,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,jazz
892,58,172747,FALSE,0.78,0.334,0,-12.921,1,0.369,0.77,0.83,0.115,0.383,91.079,4,jazz
893,1,217493,FALSE,0.5,0.908,2,-4.303,1,0.0418,0.0166,0,0.128,0.744,138.834,4,rock
894,0,215400,FALSE,0.572,0.0134,3,-29.694,1,0.0632,0.995,0.925,0.104,0.0873,113.888,4,jazz
895,82,229120,FALSE,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,rock
896,65,293546,FALSE,0.718,0.458,7,-10.632,1,0.033,0.685,0.00222,0.118,0.567,119.958,4,pop
897,1,242533,FALSE,0.497,0.983,5,-5.19,0,0.109,8.3e-5,0.0145,0.119,0.0693,121.397,4,rock
898,1,156266,FALSE,0.429,0.477,6,-6.225,0,0.0311,0.766,6.38e-4,0.16,0.327,88.534,3,jazz
899,70,210000,FALSE,0.665,0.539,11,-7.213,0,0.0474,0.825,5.85e-6,0.121,0.368,110.101,4,pop
900,0,297293,FALSE,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,rock
901,0,152659,FALSE,0.624,0.413,11,-8.991,0,0.0367,0.468,0,0.441,0.787,121.048,4,jazz
902,39,240946,FALSE,0.335,0.376,7,-8.329,0,0.0328,0.558,1.04e-4,0.172,0.268,121.225,4,jazz
903,0,264466,FALSE,0.479,0.938,2,-3.058,1,0.0376,7.54e-5,1.53e-4,0.117,0.431,140.056,4,rock
904,83,214289,FALSE,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4,pop
905,56,344234,FALSE,0.669,0.509,9,-8.594,0,0.0277,0.493,2.68e-4,0.0804,0.376,114.969,4,jazz
906,77,185200,FALSE,0.5,0.292,0,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,4,pop
907,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
908,0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,5.23e-4,0.0928,0.354,143.912,4,jazz
909,77,115401,TRUE,0.76,0.371,6,-8.964,1,0.0531,0.00772,0,0.0785,0.653,138.023,4,pop
910,64,230000,FALSE,0.553,0.498,0,-7.021,1,0.0518,0.34,0,0.202,0.238,180.011,4,pop
911,1,197573,FALSE,0.626,0.248,11,-12.898,0,0.061,0.827,0,0.0965,0.639,80.542,4,jazz
912,2,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
913,0,229517,FALSE,0.492,0.59,4,-4.032,0,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,rock
914,0,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,pop
915,5,155960,FALSE,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,pop
916,71,213632,FALSE,0.717,0.416,7,-9.875,0,0.0303,0.635,1.43e-6,0.0976,0.381,100.026,4,pop
917,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
918,0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,rock
919,3,158994,FALSE,0.687,0.717,11,-6.61,1,0.0755,0.0744,0,0.134,0.685,88.063,4,pop
920,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
921,3,187613,FALSE,0.565,0.792,9,-4.983,0,0.132,0.0913,0,0.114,0.639,170.076,4,rock
922,85,258986,FALSE,0.614,0.379,4,-10.48,1,0.0476,0.607,4.64e-4,0.0986,0.201,107.989,4,pop
923,41,201700,FALSE,0.686,0.257,0,-12.066,1,0.0525,0.921,0.00462,0.116,0.399,142.128,4,jazz
924,4,256760,FALSE,0.659,0.741,1,-4.354,0,0.0388,0.072,0,0.166,0.454,122.013,4,rock
925,1,200053,FALSE,0.654,0.794,4,-6.288,0,0.0284,0.00769,0.00134,0.165,0.678,114.62,4,rock
926,0,180200,FALSE,0.25,0.228,3,-14.186,1,0.0364,0.811,1.66e-4,0.199,0.198,90.001,4,jazz
927,0,209493,TRUE,0.675,0.479,0,-9.87,0,0.0278,0.633,1.81e-5,0.0881,0.454,81.993,4,rock
928,0,231226,FALSE,0.463,0.677,10,-5.528,1,0.0417,0.257,0,0.089,0.782,202.05,4,rock
